StudyID,NCTNumber,StudyTitle,FirstAuthor,PublicationYear,StartYear,CompletionYear,StudyDuration,Country,Settings,Settings Category,Phase,Phase Category,PopulationsStudied,Population Category,Conditions,Condition Category,VaccineName,Vaccine Name Category,VaccineType,Types of Vaccines Category,Outcome,Vaccine Outcomes Category,SampleSize,Sex,PercentageFemale,LossToFollow-up,MainResults,Significance Category,MainLimitations,Main Limitations Category,Manufacturer Type,Cleaned Manufacturer Type,Manufacturer Category,Source of Funding,Cleaned Funding Source,Funding Category,StudyStatus,Sponsor,Sponsor Category,Collaborators,Collaborator Category,CountryCount,SampleSizeCategory
672.0,NCT04444674,T-cell responses induced by ChAdOx1 nCoV-19 (AZD1222) vaccine to wild-type severe acute respiratory syndrome coronavirus 2 among people with and without HIV in South Africa,William C. McMahon,2023.0,2020.0,2020.0,1.0,South Africa,Two South African sites: Wits Vaccines and Infectious Diseases Analytics Research Unit; Wits Reproductive Health and HIV Institute Research Centre,Research Institutes and Academic Settings,Phase 1/2,Early Phase Trials,HIV-uninfected individuals and people with HIV (PWH)  aged 18 to 65 years,People with Specific Conditions,SARS-CoV-2/COVID-19,Viral,ChAdOx1 nCoV-19 (AZD1222),COVID-19,Non-replicating simian adenovirus SARS-CoV-2 vaccine,Other,T-cell responses against the full-length spike glycoprotein of wild-type SARS-CoV-2,Immunogenicity,174.0,Both Genders,,,T-cell responses to the full-length spike glycoprotein of wild-type SARS-CoV-2 were common in both HIV-uninfected individuals and PWH. Among PWH  AZD1222 vaccinees with prior SARS-CoV-2 infection displayed a heightened T-cell response compared to those without prior infection.,Inconclusive or Mixed Results,Limited to T-cell responses  focused on a specific population (black Africans in South Africa)  and short follow-up period (14 days post-vaccination),Follow-up Duration,AstraZeneca,Astrazeneca,Pharmaceutical,,Unknown,Not Reported,Completed  Published,,,,,1.0,Medium
688.0,PACTR201804003096919,Evaluation of ROTARIX® Booster Dose Vaccination at 9 Months for Safety and Enhanced Anti-Rotavirus Immunity in Zambian Children: A Randomised Controlled Trial,Natasha Makabilo Laban,2023.0,2018.0,2018.0,1.0,Zambia,George Health Centre  a government-run peri-urban health facility in Lusaka  Zambia,Hospitals  Health Centers  and Clinics,,Not Reported,Infants aged 6 to 12 weeks,Neonates and Infants,Rotavirus  ,Viral,ROTARIX®,Rotavirus,Orally administered live attenuated monovalent rotavirus vaccine,Live attenuated,Safety and immunogenicity measured through anti-rotavirus immunoglobulin A (RV-IgA) titres,Immunogenicity,214.0,,,,No significant differences in RV-IgA geometric mean titres at 12 months between infants receiving a third ROTARIX® dose and those who did not. The vaccine was well tolerated with no significant difference in adverse events between the intervention and control groups.,Significant,High losses to follow-up  measurement of RV-IgA as a sub-optimal correlate of protection,Other,GlaxoSmithKline,Glaxosmithkline,Pharmaceutical,EDCTP2 programme supported by the European Union  Wellcome Trust,Edctp,Philanthropic,Completed  Published,,,,,1.0,Medium
743.0,,Typhoid conjugate vaccine effectiveness in Malawi: evaluation of a test-negative design using randomised controlled clinical trial data,Yuanyuan Liang,2023.0,2018.0,2021.0,4.0,Malawi,Outpatient health centres and tertiary facilities in two urban townships (Ndirande and Zingwangwa) in Blantyre  Malawi,Community-Based Settings,,Not Reported,Children aged 9 months to 12 years,Children and Adolescents,Typhoid fever   ,Bacterial,Vi-TT (Typhoid Vi polysaccharide-tetanus toxoid conjugate vaccine),Typhoid,Conjugate vaccine,Other,Effectiveness against blood culture-confirmed typhoid fever,Efficacy,27.0,Both Genders,51.0,,Vaccine effectiveness estimates were nearly identical to randomized trial results with an estimate of 80.4% effectiveness. There was no significant effect of Vi-TT on the risk of non-typhoid fever.,Significant,Potential misrepresentation of the broader population due to the selection of cases and controls from health facilities  and misclassification of vaccine and outcome status,Other,,Not Reported,Not Reported,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Philanthropic,Completed  Published,,,,,1.0,Small
753.0,,HIV-1 Vaccine Sequences Impact V1V2 Antibody Responses: A Comparison of Two Poxvirus Prime gp120 Boost Vaccine Regimens,Xiaoying Shen et al.,2020.0,,,,South Africa,,Not Reported,Phase 1/2,Early Phase Trials,,Not Reported,HIV,Viral,HIV Vaccine,Other,Poxvirus prime-protein boost vaccines,Subunit/Protein,V1V2 IgG antibody responses,Immunogenicity,,,,,HVTN 097 elicited a higher magnitude and frequency of antibody responses to linear V2 epitope than HVTN 100. HVTN 100 elicited binding antibody responses to linear epitope specificities in gp120 that differed from HVTN 097.,Inconclusive or Mixed Results,Not explicitly stated,Other,,Not Reported,Not Reported,,Unknown,Not Reported,Completed  Published,,,,,1.0,Unknown
761.0,NCT04505722,Safety and Efficacy of Single-Dose Ad26.COV2.S Vaccine against Covid-19,J. Sadoff,2021.0,,,,South Africa,Multi-center,Multicenter and International Studies,Phase 3,Late Phase Trials,Adults 18 years and older,Adults,SARS-CoV-2/COVID-19,Viral,Ad26.COV2.S,COVID-19,Recombinant replication-incompetent human adenovirus type 26 vector vaccine,Other,Efficacy against moderate to severe-critical Covid-19,Efficacy,44.0,Both Genders,45.0,,66.9% efficacy against moderate to severe-critical Covid-19 at ≥14 days post-administration,Significant,Not detailed in the provided information,Other,Janssen Research and Development,Janssen Research And Development,Pharmaceutical,Janssen Research and Development and others,Janssen Research And Development And Others,Industry,Completed  Published,,,,,1.0,Small
766.0,NCT01928225,Human Papillomavirus Vaccination Prior to Loop Electroexcision Procedure Does Not Prevent Recurrent Cervical High-grade Squamous Intraepithelial Lesions in Women Living With Human Immunodeficiency Virus: A Randomized Double-blind Placebo-controlled Trial,Cynthia Firnhaber,2021.0,2014.0,2016.0,3.0,South Africa,Single site in Johannesburg,Miscellaneous and Non-Specific Locations,Phase 3,Late Phase Trials,Women living with HIV,Adults,HIV,Viral,Quadrivalent HPV vaccine (4vHPV),Other,Quadrivalent HPV vaccine (types 6,Other,Prevention of recurrent cervical HSIL post-LEEP,Efficacy,180.0,Female only,100.0,,No significant difference in primary endpoint between vaccine and placebo groups; HSIL found at week 26 or 52 in 53% of vaccine group and 45% of placebo group,Significant, in provided information,Other,Merck and Co Inc,Merck And Co Inc,Pharmaceutical,Merck & Co Inc,Merck & Co Inc,Industry,Completed  Published,,,,,1.0,Medium
773.0,NCT04672395,Six-month safety follow-up of an adjuvanted SARS-CoV-2 trimeric S-protein subunit vaccine (SCB-2019) in adults: A phase 2/3 double-blind randomized study,Romana Hosain,2023.0,2021.0,2021.0,1.0,South Africa,Multi-country,Multicenter and International Studies,Phase 2/3,Mid-Phase Trials,Participants aged 12 years and older,General Population,,Not Reported,SCB-2019,Other,Protein subunit vaccine containing recombinant SARS-CoV-2 spike trimer fusion protein,Subunit/Protein,Safety,Safety,30.0,,,,Similar frequency of adverse events in both study arms; no signs of disease enhancement observed; 0.01% deaths associated with COVID-19 in the SCB-2019 group and 0.1% in the placebo group,Inconclusive or Mixed Results,,Not Reported,Clover Biopharmaceuticals,Clover Biopharmaceuticals,Pharmaceutical,,Unknown,Not Reported,Completed  Published,,,,,1.0,Small
787.0,,Immunogenicity and Safety of a Meningococcal A Conjugate Vaccine in Africans,Samba O. Sow M.D.,2011.0,,,,Mali,Centre pour le Developpement des Vaccins,Miscellaneous and Non-Specific Locations,,Not Reported,Healthy children aged 12 to 23 months (Study A); Healthy children and adults aged 2 to 29 years (Study B),Children and Adolescents,Meningitis,Bacterial,PsA-TT (MenAfriVac),Other,Meningococcal A conjugate vaccine,Other,Immunogenicity measured by serum bactericidal antibody (SBA) activity and group A-specific IgG,Immunogenicity,601.0,,,,High SBA titer increases in the PsA-TT group compared to PsACWY; significant immunologic memory demonstrated; similar safety profiles across vaccine groups,Significant,,Not Reported,Serum Institute of India,Serum Institute Of India,Pharmaceutical,,Unknown,Not Reported,Completed  Published,,,,,1.0,Medium
793.0,NCT00829010,Impact of HIV status and vaccination schedule on bacterial nasopharyngeal carriage following infant immunisation with the pneumococcal non-typeable Haemophilus influenzae protein D conjugate vaccine in South Africa,Shabir A. Madhi,2020.0,2009.0,2012.0,4.0,South Africa,Single centre,Miscellaneous and Non-Specific Locations,Phase 3,Late Phase Trials,Infants stratified by HIV status: HIV+ (HIV-positive infants born to HIV-positive mothers),Neonates and Infants,Pneumococcal disease,Bacterial,PHiD-CV (Synflorix,Pneumococcal,Pneumococcal non-typeable Haemophilus influenzae protein D conjugate vaccine,Inactivated/Killed,Nasopharyngeal carriage of Streptococcus pneumoniae and other pathogens,Other,484.0,,,,HIV status did not alter the effect of PHiD-CV vaccination on pneumococcal NPC. Trend towards lower VT colonisation at 16-19 months and 24-27 months in children receiving a booster dose compared to those with no booster. 2 + 1 schedule may be preferred over a 3 + 0 schedule.,Inconclusive or Mixed Results,,Not Reported,GSK Belgium,Gsk Belgium,Pharmaceutical,,Unknown,Not Reported,Completed  Published,,,,,1.0,Medium
799.0,NCT00829010,Impact of HIV status and vaccination schedule on bacterial nasopharyngeal carriage following infant immunisation with the pneumococcal non-typeable Haemophilus influenzae protein D conjugate vaccine in South Africa,Shabir A. Madhi,2021.0,2009.0,2012.0,4.0,South Africa,Single centre,Miscellaneous and Non-Specific Locations,Phase 3,Late Phase Trials,Infants stratified by HIV status: HIV+ (HIV-positive infants born to HIV-positive mothers),Neonates and Infants,Pneumococcal disease   ,Bacterial,PHiD-CV (Synflorix,Pneumococcal,Pneumococcal non-typeable Haemophilus influenzae protein D conjugate vaccine,Inactivated/Killed,Nasopharyngeal carriage of Streptococcus pneumoniae and other pathogens,Other,484.0,,,,HIV status did not alter the effect of PHiD-CV vaccination on pneumococcal NPC. Trend towards lower VT colonisation at 16-19 months and 24-27 months in children receiving a booster dose compared to those with no booster. 2 + 1 schedule may be preferred over a 3 + 0 schedule.,Inconclusive or Mixed Results,,Not Reported,GSK Belgium,Gsk Belgium,Pharmaceutical,,Unknown,Not Reported,Completed  Published,,,,,1.0,Medium
808.0,NCT02876328,Randomized Trial of Vaccines for Zaire Ebola Virus Disease,,2022.0,2018.0,2018.0,1.0,Guinea | Liberia |  Mali | Sierra Leone,Six sites in four West African countries,Miscellaneous and Non-Specific Locations,,Not Reported,Adults 18 years or older and children 1 to 17 years of age,Children and Adolescents,Ebola,Viral,Ad26.ZEBOV,Ebola,,Not Reported,Safety and immune responses,Safety,1400.0,Both Genders,,,At month 12,Inconclusive or Mixed Results,,Not Reported,,Not Reported,Not Reported,Funded by the National Institutes of Health and others,Funded By The National Institutes Of Health And Others,Government,Completed  Published,,,,,4.0,Large
812.0,NCT01755598,Final Analysis of a Trial of M72/AS01_E Vaccine to Prevent Tuberculosis,D.R. Tait,2019.0,2014.0,2015.0,2.0,Kenya,Multi-country,Multicenter and International Studies,,Not Reported,Adults 18 to 50 years of age with M. tuberculosis infection,Adults,Tuberculosis,Bacterial,M72/AS01_E,Malaria,,Not Reported,Efficacy,Efficacy,3575.0,,,,Vaccine efficacy at month 36 was 49.7%; increase in M72-specific antibodies and CD4+ T cell frequencies; similar frequency of serious adverse events in both groups,Significant,,Not Reported,GlaxoSmithKline Biologicals and Aeras,Glaxosmithkline Biologicals And Aeras,Pharmaceutical,GlaxoSmithKline Biologicals and Aeras,Glaxosmithkline Biologicals And Aeras,Industry,Completed  Published,,,,,1.0,Large
824.0,,No changes on viral load and CD4+ T-cell counts following immunization with 7-valent pneumococcal conjugate vaccine among HIV-infected adults in Malawi,A.B. Ibarz-Pavon,2018.0,,,,Malawi,,Not Reported,,Not Reported,HIV-infected adults in Malawi,Adults,HIV,Viral,7-valent pneumococcal conjugate vaccine (PCV7),Pneumococcal,Pneumococcal conjugate vaccine,Conjugate,Viral load and CD4+ T-cell counts following vaccination,Other,237.0,,,,No difference in viral loads or CD4+ T-cell counts between vaccine and placebo groups,Not Significant/Null Results,,Not Reported,,Not Reported,Not Reported,,Unknown,Not Reported,Completed  Published,,,,,1.0,Medium
843.0,NCT02613520,Increase of Dose Associated With Decrease in Protection Against Controlled Human Malaria Infection by PfSPZ Vaccine in Tanzanian Adults,Said A. Jongo,2020.0,2015.0,2017.0,3.0,Tanzania,Bagamoyo Research and Training Centre,Miscellaneous and Non-Specific Locations,,Not Reported,Healthy males and females aged 18-45 years,General Population,Malaria,Parasitic,PfSPZ Vaccine,Malaria,Radiation-attenuated aseptic purified cryopreserved Plasmodium falciparum sporozoites vaccine,Other,Vaccine efficacy against controlled human malaria infection,Efficacy,30.0,,,,Increasing dose from 2.7 x 10^5 to 9 x 10^5 PfSPZ increased VE from 20% to 100%,Inconclusive or Mixed Results,,Not Reported,Sanaria Inc.,Sanaria Inc.,Pharmaceutical,,Unknown,Not Reported,Completed  Published,,,,,1.0,Small
881.0,NCT04444674,Efficacy of primary series AZD1222 (ChAdOx1 nCoV-19) vaccination against SARS-CoV-2 variants of concern: Final analysis of a randomized placebo-controlled phase 1b/2 study in South African adults (COV005),Anthonet L. Koen,2023.0,,,,South Africa,Multicenter trial,Multicenter and International Studies,Phase 1/2,Early Phase Trials,Healthy South African adults aged 18-65,Adults,SARS-CoV-2/COVID-19    ,Viral,AZD1222 (ChAdOx1 nCoV-19),COVID-19,Viral vector (ChAdOx1 nCoV-19),Other,Vaccine efficacy against symptomatic and asymptomatic SARS-CoV-2 infection,Efficacy,2130.0,,,,VE against WT was 90.6%,Inconclusive or Mixed Results,No severe COVID-19 cases documented before unblinding; participants older than 65 years and those with uncontrolled chronic medical conditions were not eligible,Other,AstraZeneca,Astrazeneca,Pharmaceutical,University of Oxford,University Of Oxford,Academic,Completed  Published,,,,,1.0,Large
890.0,NCT03602053,Immunogenicity and safety of two monovalent rotavirus vaccines ROTAVAC® and ROTAVAC 5D® in Zambian infants,R. Chilengi,2021.0,2019.0,2019.0,1.0,Zambia,Single-center study at George Health Centre,Miscellaneous and Non-Specific Locations,Phase 2,Mid-Phase Trials,Healthy Zambian infants aged 6 to 8 weeks,Neonates and Infants,Rotavirus  ,Viral,ROTAVAC and ROTAVAC 5D,Other,Live attenuated monovalent rotavirus vaccines,Live attenuated,Immunogenicity and safety,Immunogenicity,450.0,,,13.8,Both vaccines well-tolerated and immunogenic,Inconclusive or Mixed Results,Single-center study,Other,Bharat Biotech International Limited,Bharat Biotech International Limited,Pharmaceutical,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Philanthropic,Completed  Published,,,,,1.0,Medium
891.0,NCT00192413,A prospective randomized open-label trial comparing the safety and efficacy of trivalent live attenuated and inactivated influenza vaccines in adults 60 years of age and older,Bruce D. Forrest,2011.0,2002.0,2002.0,1.0,South Africa,Multicenter trial,Multicenter and International Studies,Not mentioned,Unknown/Not Applicable,Community-dwelling ambulatory adults aged 60-95 years,Adults,Influenza,Viral,LAIV and TIV,Influenza,Live attenuated and inactivated influenza vaccines,Live attenuated,Safety and efficacy against influenza,Efficacy,3009.0,Both Genders,62.1,,Low incidence of influenza,Inconclusive or Mixed Results,Low influenza incidence,Other,MedImmune and Wyeth,Medimmune And Wyeth,Pharmaceutical,MedImmune and Wyeth,Medimmune And Wyeth,Industry,Completed  Published,,,,,1.0,Large
